,text,label
754,"#Pasterka W całej Polsce 24 grudnia 2020 r. idziemy masowo do kościołów na coroczną Pasterkę, tak jakby nie było covidowej grypy wywołującej zapalenie płuc. Każdy, kto stanie nam na drodze i będzie przeszkadzał winien być potraktowany tak, jak na to zasługuje zdrajca i zaprzaniec",Niemedyczny
755,"Oczywiście: „Nieetyczne media” zaakceptowały i cieszyły się „krwią i potem setkami milionów ludzi” wyzyskiwanymi i ściskanymi przez „organizację terrorystyczną KPCh”. Są „terrorystami” pełnymi zła i kłamstw, złymi rzecznikami w „wolnym demokratycz. i cywilizowanym społeczeństwie”",Niemedyczny
756,"Lekarze psychiatrzy to wiedzą, że zdrowych tymi lekarstwami się nie leczy,bo mogliby mieć jakieś symptomy choroby psychicznej. ZDROWY PO ODSTAWIENIU TYCH LEKARSTW JEST ZDROWY,a chory zostaje chory. Dlatego też psychiatra kłóci się i zaleca, aby chory dożywotnio brał te lekarstwa.",Medyczne
757,"Informacja z dziś. Pacjent źle się poczuł, przychodnia ustaliła Covid-19, pacjent do szpitala. Stamtąd do domu (brak gorączki) z poleceniem skontaktowania się z PISanitarną ! (Skąd pewność, że to uczyni?)  Jego teść zawirusowany, stan ciężki w szpitalu. W domu jeszcze trzy osoby.",Medyczne-diagnoza
758,Kurwa dlaczego nie mogę pójść do kogoś do domu ale już spotkać się poza domem to już okej ale na dwie godziny Jakby Czy wirus zostaje w domu bo nie ma ochoty wychodzić dlatego nie zarażę ani nie zostanę zarażona poza czyimś domem(lub swoim)? Czy wirus zaczyna zarażać po ponad 2h?,Medyczne
759,"Chyba każdy rozsądny zdaje sobie sprawę z tego, że dopóki nie zaszczepimy się, najlepiej przed marcem, jeszcze dodatkowo wyruszymy gremialnie z dziećmi na ferie zimowe, to żadna siła nie powstrzyma przed ogromnym atakiem połączonych sił grypy i koronawirusa. Zasięg będzie ogromny",Medyczne
762,"O szczepionkach dobrze kiedyś powiedział jeden lekarz: ""drodzy antyszczepionkowcy. zastanawiacie się jak wyglądałby świat bez szczepionek? macie właśnie wersję demo. Przepełnione szpitale, ludzie pozamykani w domach, zrujnowane gospodarki, ludzie na ulicy jak zombie w maseczkach""",Medyczne
763,"""Tylko nikczemne i złośliwe indywidua,  lub absolutni głupcy mogą porównywać nacyonalizm polski z hakatystycznym nacyonalizmem niemieckim lub z czarnosecinnym rosyjskim.  Nacyonalizm polski nie tuczył się nigdy cudzą krwią i łzami,nie smagał dzieci w szkołach, nie stawał pomników",Niemedyczny
764,"Róbmy co do nas należy nie pieprzmy o koronawirusie. Są też inne choroby zapalenie płuc, grypa sezonowa ,rak,nowotwór,a wszystkie zgony przypisuje się jako koronawirus.Służba zdrowia rozłożona na łopatki oprócz koronawirusa tylko porody są dobrze zabezpieczone,inne choroby? Brak!",Medyczne
765,"200 respiratorów, które Ministerstwo Zdrowia kupiło od handlarza bronią, stoi w składnicy Agencji Rezerw Materiałowych w Szepietowie w województwie podlaskim. Z nieznanego powodu ARM nie wydaje ich szpitalom. Nie chcą też zdradzić dlaczego respiratory wciąż stoją w magazynie ARM.",Niemedyczny
766,"Ziobro degraduje sędziego realizującego wyrok europejskiego trybunału, za to podległa mu prokuratura wieszanie zdjeć europosłów na szubienicach uznaje za ""happening"", a słowa Międlara o żydowskim nowotworze i narodowo-katolickiej chemioterapii za ""praktykę kaznodziejską"". Dramat.",Niemedyczny
767,Wirusowe Zapalenia płuc nie są tak groźne jak grypa . Grypa masakruje . Nawet nie wiemy jak wielu ludzi umiera na powikłania po grypie . Nawet udary najczęściej są wynikiem przebytej grypy . Nikt o tym nie mówi . Tylko pieprzą o tym durniowirusie wytrzepanym z testów dla idiotów.,Medyczne
768,"Drogie @MZ_GOV_PL, a skąd na poziomie powiatu czerpać wiedzę o osobach na kwarantannie po powrocie z zagranicy, po kontakcie z zakażonym, ile osób zachorowało w szpitalu lub w przychodni, w DPS, w pracy, szkole, uczelni, akademiku, na weselu, w restauracji czy w transporcie publ?",Niemedyczny
769,"Gdy będziesz jeździł chory w karetce Ty lub ktoś z Twoich bliskich pomiędzy szpitalami, czy nie będziesz żałował, że nie krzyczałeś dostatecznie głośno na pisowskie zaniedbania władzy. Premier z plastikowymi torbami dla filmów propagandowych, rozpętanie wojny aborcyjnej, Czarnki.",Niemedyczny
770,"Prezydent Francji Emmanuel Macron wezwał swoich kolegów z G20 do okazania solidarności z biednymi krajami w walce z pandemią, szczególnie jeśli chodzi o dzielenie się przyszłymi szczepionkami.Kryzys zdrowotny jest „sprawdzianem dla G20”,kraje miałyby wspomóc biedniejsze w zakupie",Niemedyczny
771,Robienie testów ludziom którzy przychodzą do przychodni z objawami przeziębienia i tym co z nimi mają kontakt da wynik „katastrofa! łóżek i respiratorów zabraknie”. To oczywiste! Przekładanie tego na całe społeczeństwo to oczywista głupota ale jest to robione by kreować histerię.,Medyczne
772,"Pozostał jednak zapis, że można ciąże usunąć gdy zagraża ona życiu matki.O tym czy ciąża zagraża życiu matki będą decydować lekarze specjaliści a nie politycy, nawet jeśli z wykształcenia są lekarzami.Taki uszkodzony płód może, w zależności od stopnia uszkodzenia, zagrażać matce.",Medyczne
773,"Oby entuzjastyczny sposób w jaki Morawiecki informował o szczepionkach na Covid znowu nie spowodował rozluźnienia i bagatelizowania wirusa. Wg specjalistów mamy przed sobą ciężką zimę, a potem wiosnę, a ewentualną poprawę dzięki szczepionce świat odczuje za rok. Bądźcie ostrożni.",Niemedyczny
774,"Dzień dobry...6:23...witajcie kochani,spacer z AKITĄ zaliczony,na dworze pogoda na razie spacerowa ale się chmurzy,rześko,2-dni popadało aby tylko przyroda..""odbiła''jestem już po lekarstwach więc czas na dobrą kawę a potem dyżur bo syn na 1-zmianie...12-godz, a więc miłego dnia.",Niemedyczny
775,"Jutro premiera""Powrót do Jedwabnego 2"" Starczy fałszywej propagandy żydowskich elit, które chcą robić z naszych przodków zbrodniarzy,by wymusić zbójecki haracz za zmarłych obywateli Polski wyznania Mojrzeszowego, podczas gdy to na ich przodków zbrukanych rękach ciąży polska krew!",Niemedyczny
776,"...Dzień dobry,8:43, już po śniadaniu i lekarstwach,ale ciężko było wstać,co się dzieje ? biologia biologią ale czy nagła zmiana pogody tak dobija, niepokojące,za oknem deszcz i ponuro,syn zawiózł mamę do okulisty,AKITA gnata ..maltretuje..radio gra idę po kawę,kochani witam was.",Niemedyczny
777,"Dzień dobry..7:29,kochani, udało się wstać a nie musiałem syn ma wolne,AKITA już po spacerku,pani domu się krząta,ja już po lekarstwach,teraz idę po kawę, TVN24 p.Piasecki ..nęci...pomaga p.Migalski, mówi to co ja dawno wiem , ale każda zachęta do wyborów jest cenna,wiec witajcie",Niemedyczny
778,"serce mi pęka. zmarła moja ukochana 'Pani' Ania.  dzisiaj nisko jest niebo. miała 39 lat. jeszcze niedawno wszystko wskazywało na to, że przezwyciężyła nowotwór. kilka dni temu trafiła w skrajnym stanie do szpitala.  jej mama została teraz zupełnie sama.   https://t.co/TGgNLbsTxY",Medyczne-diagnoza
779,"Znalezione w sieci : .."" omaskowali cały naród, wciskając kłamstwa, że maski chronią przed wirusami. Maski bawełniane przepuszczają wirusy, a maski niebieskie należy wymieniać przynajmniej co godz, aby pełniły swoją rolę. Uważają, że omaskowanie Polaków obniży statystyki kowidowe",Medyczne
780,"Dostałem instrukcję od lekarza, że przyjdą do jutra mi wymaz zrobić ale jakbym się źle czuł, miał problem to mam dzwonić na alarmowy, a gdyby coś tam nie grało to do przychodni i oni będą wtedy mnie wspierać,prowadzić. Na co mam narzekać, na co mam narzekać,co powinno być inaczej",Medyczne-diagnoza
781,Im będzie starszy ten niemiecki kundel rudy Tusk tym więcej będzie na jego mordzie śladów ziemi katyńskiej zbroczonej krwią zamordowanych w terrorystycznym spisku z Putinem i Merkel Polaków w dniu 10-04-2010 r lecących oddać hołd zamordowanym w Katyniu przez sowieckie NKWD w 1940,Niemedyczny
782,"Nerdy Nocą -  https://t.co/xzIUTnh0PJ  Chyba mój ulubiony popularnonaukowy podcast.  Tutaj dowiecie się i o szczepionkach, i o genach i o pierwszych protestach w starożytnym Egipicie.  Zazwyczaj w formie wywiadu, ale w takiej formie, że tematyka jest nieważna, a ja zawsze słucham",Niemedyczny
783,"Dwóch szczęśliwych facetów trzymających się za rękę którzy nie robią nikomu krzywdy jest obrzydliwe. Ojciec zabijający swoje dziecko, matka przypalająca je papierosami, niemowlę z połamanymi kośćmi- no ale to kobieta i mężczyzna- normalna rodzina. Fuck Logic! Ludzi nie zrozumiem.",Niemedyczny
784,"Panie prezydencie Dla lekarzy , pielegniarek, medykow, przedsiebiorcow , rolnikow itd nie ma a na zakłamanych dziadow znowu chcecie dawac ?! Co z onkologią pytam ??? Wspiera pan zbiorke dziecka na rzecz chorego na raka ojca to moze prosze sie zastanowic dlaczego do tego doszlo ..",Niemedyczny
785,"#Polska: ""Z raportu Najwyższej Izby Kontroli wynika, że jedynie dwa procent pacjentek w skontrolowanych wiejskich przychodniach miało wykonane wszystkie niezbędne w ciąży badania. W 78 procentach przypadków nie wykonano wszystkich zalecanych badań."" #PiS   https://t.co/SjrKlqiV3Y",Medyczne-diagnoza
786,"Dziś o11:00 kot Prezesa zostanie Senatorem,zdrowy z dostępem do lekarza-nie to co Polacy.Zainstaluj apkę śledzącą-to ich sojuszniczka w walce z Polakami-kilka kliknięć i jesteś w czarnej dupie,a lekarzom nie możemy pomóc,zabarykadowali się w przychodniach,wiesz kłamco Morawiecki?",Niemedyczny
787,Drą mordy i chcą rewolucji. Nawet te niby wykształcone.Chcę widzieć tę ich miłość do rewolucji gdyby miały ją faktycznie. Zobaczyłyby piekło. Nie to co nim nazywają. Byłyby gwałcone i przekazywane przez pijanych żołdaków z rąk do rąk. A ich macice płynęłyby krwią nabite na płoty.,Niemedyczny
788,"DZIEŃ DOBRY..8:13,niedzielne wstawanie jest ciężkie bo się nie chce,za oknem buro i ponuru i pada,witam was kochani,miłego dnia życzę,w domu spokój jeszcze śpią,a ja zdecydowałem się wstać,już po śniadaniu i lekarstwach teraz idę po kawę co dalej chyba YouTube i śląskie szlagiery",Niemedyczny
789,Służba zdrowia pada ludzie umierają‼️Normalny człowiek nie ma szans nawet na szczepionkę przeciwko grypie w aptekach nie ma w przychodniach też.Kolejki karetek przed szpitalami bo nie ma miejsc dla chorych na Covid‼️a zaszczepiony na grypę senator Karczewski radzi nam jeść jabłka,Medyczne
790,"Lekarze za poświęcenie się dostaną 200% pensji, a sprzedawcy dostaną dziękuję i wolny dzień do odbioru za może pół roku. Lekarze w przychodniach się zamknęli i tele porady udzielają, a sprzedawca ma siebie i rodzinę na COVID-19 narażać. Równość prawa.  Pogarda do motłochu aż wyje",Niemedyczny
792,"Wykształcenie,a inteligencja to dwie różne sprawy,tak samo z  https://t.co/SkfCKalSxJżna być profesorem a zarazem gamoniem co ostatnie lata pokazują ,nie mówiąc o co niektórych doktorach prawa.Staczamy się w ekonomiczną  https://t.co/JyZ0jbJJbR nie mogę jak zwykły człek nie liczy",Niemedyczny
793,"wczoraj na wf krzywo stanęłam aż mi chrupnęło w kostce, myślałam że ją skręciłam ale nic mi nie jest  i co się dziwić że mając taką samą sytuację rok temu grałam dalej w koszykówkę ze skręconym śródstopiem myśląc że wszystko jest ok, nie ufam swoim trzaskającym kościom lvl 70 lat",Medyczne-diagnoza
794,"Powstał projekt ustawy, która daje dentystom ogólnomedyczne uprawnienia jak innym lekarzom, w tym teleporadę. No fajnie, miałam na studiach internę i choroby zakaźne, ale nasza wiedza i umiejętności są dalekie od tych umożliwiających zajmowanie się pacjentami w tak ciężkim stanie",Niemedyczny
795,"Poza funkcjonowaniem szpitala narodowego i jakąś refleksją czy coś może warto zmienić w przepisach, by nie stał pusty, czy kiedyś MZ dojdzie do wniosku, że przy obecnych regulacjach za dużo ludzi z covidem nie ma zamiaru robić testów i roznosi wirus po Polsce? Blisko 50% trafień!",Niemedyczny
796,"Jak szczepionki mają działać jak wszystkie choroby wirusowe to fałszywe flagi. NIE ISTNIEJĄ.  Z takiego zatr.pestycydami DDT zrobiono polio, przy takiej chemii to komórki się komunikują i wtedy można zob. nasze  egzosomy (nazwane przez pasterian wirusami)  https://t.co/l0xszNsf3y",Medyczne
797,"Chorych na sezonową grypę zaczęto klasyfikować jako “chorych na Covid-19”.Trend ten jest obserwowany na całym świecie,choć dane o zachorowalności i śmiertelności na grypę są coraz trudniej dostępne z uwagi na to,że priorytetem jest podwyższanie statystyki “zakażeń na #COVID19....",Medyczne-diagnoza
799,NORKI chca w DANII mordowac w ilosci 15 mln a patrz co znalazlem na ten temat mutacji wirusów w Hiszpanii.... Oni po prostu wyrabiają sobie miejsce dla swojego sztucznego mięsa produkowanego na globalną skale w Uzraelu. Tam budują mega fabrykę od 2 lat !   https://t.co/9AjWMM16Xm,Niemedyczny
800,"Jacek Protasiewicz stwierdził, że „w ramach Narodowej Strategii Onkologicznej na badania nad nowymi lekami przeciwko rakowi – chorobie cywilizacyjnej, którą zagrożona jest 1/3 Polaków – rząd PiS przeznacza 100 mln zł, a więc 20 razy mniej niż za chwilę wyda na telewizję Kurskiego",Niemedyczny
801,"Z logistycznego punktu widzenia, chyba większy pożytek dla zdrowia Polaków będzie miało leczenie no-covid w zwykłych szpitalach i pełne covidu tymczasowe, w razie 3fali ponowne przekształcanie zwykłych oddziałów, niż puste tymczasowe, zwykłe pełne covid, a pacjent niecovid w domu",Medyczne
802,"@OlejnikTVN Pani Moniko, bardzo właściwe pytanie zadała Pani przed chwilą temu znachorowi z pisłaski, Szumowskiemu. Ilu Polaków musi zarazić się i umrzeć aby on ogłosił, że wg ministra zdrowia RP te niby wybory, nie mogą się odbyć. Tylko dlaczego Pani mu odpuściła odpowiedź?CZEMU",Niemedyczny
803,"Pewnie teraz się narażę całej masie ludzi!Jednak, uważam, że jest bez sensu taki #internetowyMarszNiepodleglosci!Bo przecież taki specjalista od wirusów jakim jest prof.Simon, mówiący, że zarażalność wirusem na takich marszach jest poniżej 1% nie może się mylić.#RazemNaOdległość.",Niemedyczny
804,A. Niedzielski: NFZ zapłaci szpitalom i przychodniom za nadwykonania z 2019 r.  https://t.co/4ANABgLDGJ  Narodowy Fundusz Zdrowia w czterech priorytetowych zakresach po raz pierwszy w 100 proc. zapłaci placówkom medycznym za pacjentów przyjętych w 2019 r. ponad limit. Koszt to p…,Niemedyczny
805,"@radekfogiel mam gdzieś co myślisz i mówisz o przykrywaniu czegokolwiek, bo to, co uczyniliście w Sejmie podejmując decyzję o przekazaniu 2 mld zł na TVP jest obrzydliwością do kwadratu, a #gestLichockiej potwierdza, że rzucicie ludzi chorych na pożarcie rakowi! @AndrzejDuda OUT!",Niemedyczny
806,"Dobry wieczór Pani Redaktor @EMichalik  W natłoku politycznych zawirowań zwracam Pani uwagę na malutką Alę, 11-miesięcznego słodziaka zmagającego się z nowotworem. Proszę o wsparcie i pomoc w rozesłaniu jej historii dalej.   #dlaAli wbijmy szpilę rakowi♥   https://t.co/vzjbyr14S6",Medyczne-diagnoza
807,"""Nie choruj,omijaj szpitale""-cytat z piosenki pochodzącej ze starego komediowego serialu o lekarzach,w czasach covida już nie śmieszy,ponieważ brzmi jak ostrzeżenie. Zajob odsłania okrutną prawdę o stanie moralnym i braku empatii u niektórych przedstawicieli personelu medycznego.",Niemedyczny
808,"Nowoczesna medycyna jest b. droga i nie da się jej zastąpić znachorami z Tajlandii. Całkowicie bezpłatna SZ istnieje obecnie w Kuwejcie i sułtanacie Brunei. Innych nie stać. Nienawiść do lekarzy-burżujów,""pokaż lekarzu co masz w garażu"" nie wyleczy nikomu nawet pryszcza na dupie.",Niemedyczny
809,"Pomoc psów - jako badanie przesiewowe w wykrywaniu #rakjelitagrubego To przyszłość, ale już dzisiaj możemy zrobić #kolonoskopia i #testnakrewutajonawkale Rakowi jelita grubego można zapobiec lub wyleczyć na wczesnym etapie wykrycia.                         https://t.co/HcNi2DJUNZ",Medyczne
810,"ja planuję w przyszłości zrobić sobie operacje nosa jak już będę mieć fundusze na takie rzeczy, moja mama zawsze była przeciwna temu,a dziś przychodzi do mnie i opowiada mi o jakich klinikach i lekarzach czytała opinie dla mnie.a ją porwali kosmici i zrobili pranie mózgu czy jak?",Medyczne-diagnoza
811,"Wy tu gadu gadu o wirusach i wirusikach a u mnie wielkie greckie sprzątanie. Piękne katastrofy mają to do siebie, że dotykają sedna prawdziwego życia. Wzmacniają relacje międzyludzkie. Czy powinniśmy życzyć sobie więcej pięknych katastrof?    Taaa...k  👇   https://t.co/cpnWOFlh7P",Niemedyczny
812,"Niemowlęta z połamanymi kośćmi, śladami po przypalaniu papierosami, kilkulatki zamykane za karę w ciemnej piwnicy. Co roku kilkanaście tysięcy dzieci w Polsce jest katowanych we własnych domach. Tylko 2,5 proc. z nich jest odbieranych rodzicom.  #biciedzi  https://t.co/x4LNrRgRs6",Medyczne-diagnoza
813,"+, która wyróżniała owy koncentracyjny obóz od innych, znajdujących się na terenie Deutsche Sudwest- Afrika. Mianowicie niemieccy “lekarze- doktorzy” skupiali tam swoją działalność. Tymi lekarzami byli: Bofinger, Fischer, Lenz i Baur. Swoje działania motywowali chęcią sprawdzenia",Niemedyczny
